"","n","min","model","pval","simslope","slope"
"log10(adult_weight)",41,1,"PGLSSEY",1.9e-05,0.021,0.00298655986939356
"1",41,1,"Compar",0.829906874798013,0.021,-0.0126009121826515
"log10(adult_weight)1",44,1,"PGLSSEY",3.6e-05,0.021,0.000751994098761712
"11",44,1,"Compar",0.0494894562132722,0.021,-0.144437850853549
"log10(adult_weight)2",44,1,"PGLSSEY",0.00023,0.021,0.00159684693604064
"12",44,1,"Compar",0.934259828810018,0.021,0.00645177209290004
"log10(adult_weight)3",40,1,"PGLSSEY",8e-08,0.021,0.00323926456257942
"13",40,1,"Compar",0.242902864346025,0.021,0.0387915590931767
"log10(adult_weight)4",44,1,"PGLSSEY",0.0029,0.021,0.000449003329004759
"14",44,1,"Compar",0.403700528660134,0.021,0.0636330502694249
"log10(adult_weight)5",42,1,"PGLSSEY",0.0021,0.021,0.00140282020527821
"15",42,1,"Compar",0.424470654485569,0.021,-0.0673300079386063
"log10(adult_weight)6",44,1,"PGLSSEY",4.6e-07,0.021,0.00169230485903024
"16",44,1,"Compar",0.669059290133323,0.021,0.0133339186609556
"log10(adult_weight)7",40,1,"PGLSSEY",4.6e-05,0.021,0.00232933855511484
"17",40,1,"Compar",0.707076691699464,0.021,-0.0253246230971343
"log10(adult_weight)8",48,1,"PGLSSEY",7.5e-06,0.021,0.0030567628853282
"18",48,1,"Compar",0.530668331289144,0.021,-0.0219864438643316
"log10(adult_weight)9",40,1,"PGLSSEY",0.00013,0.021,0.000628270219603866
"19",40,1,"Compar",0.296535161982248,0.021,0.0428849046358981
"log10(adult_weight)10",41,1,"PGLSSEY",7.4e-06,0.021,0.00209452970874178
"110",41,1,"Compar",0.979014766325651,0.021,0.00115895564629076
"log10(adult_weight)11",44,1,"PGLSSEY",1e-04,0.021,0.00153147728295419
"111",44,1,"Compar",0.989943982702161,0.021,-0.000505914384954287
"log10(adult_weight)12",40,1,"PGLSSEY",3.1e-05,0.021,0.00182809392650961
"112",40,1,"Compar",0.0403304784779803,0.021,0.156536947800765
"log10(adult_weight)13",40,1,"PGLSSEY",0.0021,0.021,0.000790414261950059
"113",40,1,"Compar",0.939397804727471,0.021,0.010342740111037
"log10(adult_weight)14",42,1,"PGLSSEY",8.6e-05,0.021,0.00193705073957015
"114",42,1,"Compar",0.0138568429436465,0.021,0.190061504236153
"log10(adult_weight)15",43,1,"PGLSSEY",1.9e-05,0.021,0.00202573956655662
"115",43,1,"Compar",0.438691549687931,0.021,0.0457425547691388
"log10(adult_weight)16",42,1,"PGLSSEY",0.00011,0.021,0.00197260284070418
"116",42,1,"Compar",0.0589057584753612,0.021,0.0905548457572318
"log10(adult_weight)17",45,1,"PGLSSEY",0.0021,0.021,0.000419282135836746
"117",45,1,"Compar",0.0685501770307468,0.021,0.117995091568257
"log10(adult_weight)18",44,1,"PGLSSEY",0.00072,0.021,0.000936620400739996
"118",44,1,"Compar",0.927322856052628,0.021,-0.00612358150409875
"log10(adult_weight)19",42,1,"PGLSSEY",1.4e-05,0.021,0.00218835047700354
"119",42,1,"Compar",0.566332837021398,0.021,-0.0270625262297814
"log10(adult_weight)20",42,1,"PGLSSEY",8.7e-05,0.021,0.000700638337336233
"120",42,1,"Compar",0.882253646430182,0.021,-0.00801829899947393
"log10(adult_weight)21",44,1,"PGLSSEY",1e-04,0.021,0.00122024718921851
"121",44,1,"Compar",0.935576482750398,0.021,-0.00464545089757085
"log10(adult_weight)22",44,1,"PGLSSEY",0.0014,0.021,0.000995072815723319
"122",44,1,"Compar",0.25090240263383,0.021,0.135458977725737
"log10(adult_weight)23",44,1,"PGLSSEY",0.00014,0.021,0.0018346011045441
"123",44,1,"Compar",0.450957398229921,0.021,0.0434384231603497
"log10(adult_weight)24",44,1,"PGLSSEY",2.3e-06,0.021,0.00203436260807805
"124",44,1,"Compar",0.0652262384012594,0.021,0.0619875684251188
"log10(adult_weight)25",39,1,"PGLSSEY",0.00016,0.021,0.00149648738304753
"125",39,1,"Compar",0.452022477976742,0.021,-0.0481535644908093
"log10(adult_weight)26",45,1,"PGLSSEY",0.0047,0.021,0.00135648916934206
"126",45,1,"Compar",0.982024313678447,0.021,-0.0012891761206415
"log10(adult_weight)27",44,1,"PGLSSEY",0.0016,0.021,0.000580260669002006
"127",44,1,"Compar",0.546369065074913,0.021,0.0280964767285936
"log10(adult_weight)28",43,1,"PGLSSEY",0.0018,0.021,0.00149030233230408
"128",43,1,"Compar",0.712253927105086,0.021,-0.0158371898662226
"log10(adult_weight)29",37,1,"PGLSSEY",3.7e-06,0.021,0.00192360997035867
"129",37,1,"Compar",0.236894196428535,0.021,0.0723906011842992
"log10(adult_weight)30",40,1,"PGLSSEY",3.4e-05,0.021,0.00169537501611947
"130",40,1,"Compar",0.366498501800276,0.021,0.0833174676153314
"log10(adult_weight)31",45,1,"PGLSSEY",3.1e-05,0.021,0.00222401701300321
"131",45,1,"Compar",0.367379238571599,0.021,0.0355183551099989
"log10(adult_weight)32",41,1,"PGLSSEY",4.4e-07,0.021,0.00239712092421742
"132",41,1,"Compar",0.412491451646519,0.021,0.0457483370499085
"log10(adult_weight)33",47,1,"PGLSSEY",3.9e-05,0.021,0.000975052635295085
"133",47,1,"Compar",0.802923098057231,0.021,0.010933905121127
"log10(adult_weight)34",41,1,"PGLSSEY",4.1e-05,0.021,0.000900045567775884
"134",41,1,"Compar",0.42616621955457,0.021,-0.045392072532688
"log10(adult_weight)35",44,1,"PGLSSEY",6.4e-05,0.021,0.00150233624375375
"135",44,1,"Compar",0.109514141373839,0.021,0.0458965466796146
"log10(adult_weight)36",47,1,"PGLSSEY",2.8e-06,0.021,0.00277510401807073
"136",47,1,"Compar",0.0872704611507307,0.021,0.0558661864012926
"log10(adult_weight)37",48,1,"PGLSSEY",1e-04,0.021,0.0020580827714647
"137",48,1,"Compar",0.583193424793699,0.021,0.0309922418019768
"log10(adult_weight)38",43,1,"PGLSSEY",2.9e-06,0.021,0.00228168643234785
"138",43,1,"Compar",0.693359653932122,0.021,0.0165799065163221
"log10(adult_weight)39",37,1,"PGLSSEY",0.002,0.021,0.00134596788590059
"139",37,1,"Compar",0.542425942453742,0.021,-0.0554419336623226
"log10(adult_weight)40",41,1,"PGLSSEY",0.0013,0.021,0.000631168069777408
"140",41,1,"Compar",0.394126845949433,0.021,0.0277401677002693
"log10(adult_weight)41",44,1,"PGLSSEY",2.4e-05,0.021,0.00136500131516799
"141",44,1,"Compar",0.498365476975552,0.021,-0.0334947450075194
"log10(adult_weight)42",45,1,"PGLSSEY",0.0052,0.021,0.000501776664030677
"142",45,1,"Compar",0.0327131920459867,0.021,-0.125488491500059
"log10(adult_weight)43",46,1,"PGLSSEY",7.8e-07,0.021,0.00258286076109744
"143",46,1,"Compar",0.574010658549005,0.021,0.0292547111703363
"log10(adult_weight)44",44,1,"PGLSSEY",0.00015,0.021,0.000772158152271998
"144",44,1,"Compar",0.33438594759335,0.021,0.0578692646436059
"log10(adult_weight)45",46,1,"PGLSSEY",0.00017,0.021,0.00155279381181084
"145",46,1,"Compar",0.0452628737328813,0.021,-0.241151197436754
"log10(adult_weight)46",46,1,"PGLSSEY",0.00019,0.021,0.000491032072123705
"146",46,1,"Compar",0.664209060619154,0.021,0.0172625678760192
"log10(adult_weight)47",45,1,"PGLSSEY",9.4e-06,0.021,0.00159268209053973
"147",45,1,"Compar",0.379216398638604,0.021,0.0626208201805292
"log10(adult_weight)48",41,1,"PGLSSEY",0.0062,0.021,0.000749068185723816
"148",41,1,"Compar",0.362341170703133,0.021,0.104068664412805
"log10(adult_weight)49",44,1,"PGLSSEY",8.8e-05,0.021,0.00183827305999989
"149",44,1,"Compar",0.000987903122199318,0.021,0.264561136806586
"log10(adult_weight)50",38,1,"PGLSSEY",0.00053,0.021,0.00162980519233015
"150",38,1,"Compar",0.082963369636782,0.021,0.153186501596912
"log10(adult_weight)51",47,1,"PGLSSEY",7.6e-05,0.021,0.000892694763468025
"151",47,1,"Compar",0.646184892416185,0.021,-0.0253185801892923
"log10(adult_weight)52",44,1,"PGLSSEY",5.7e-05,0.021,0.00149432598915782
"152",44,1,"Compar",0.594405629768907,0.021,0.0254791975567334
"log10(adult_weight)53",44,1,"PGLSSEY",0.00045,0.021,0.00149868050967111
"153",44,1,"Compar",0.812471958228686,0.021,-0.0180462889123412
"log10(adult_weight)54",41,1,"PGLSSEY",4.2e-05,0.021,0.00158175872785368
"154",41,1,"Compar",0.617961255133277,0.021,0.0296934815017242
"log10(adult_weight)55",41,1,"PGLSSEY",0.00024,0.021,0.00135255514947295
"155",41,1,"Compar",0.693967265295497,0.021,-0.0293999526396773
"log10(adult_weight)56",46,1,"PGLSSEY",0.0017,0.021,0.00120964968534402
"156",46,1,"Compar",0.154183698437102,0.021,0.161694667083038
"log10(adult_weight)57",45,1,"PGLSSEY",1.2e-07,0.021,0.00352354187837843
"157",45,1,"Compar",0.191991487364411,0.021,-0.0607215370804464
"log10(adult_weight)58",44,1,"PGLSSEY",2.5e-05,0.021,0.00201120467128302
"158",44,1,"Compar",0.623230455999742,0.021,-0.0344772770616719
"log10(adult_weight)59",42,1,"PGLSSEY",0.0019,0.021,0.00100166699872328
"159",42,1,"Compar",0.485315562290679,0.021,0.0292053931183232
"log10(adult_weight)60",42,1,"PGLSSEY",2.7e-07,0.021,0.00147366252479167
"160",42,1,"Compar",0.620273578379056,0.021,-0.0116660802622848
"log10(adult_weight)61",41,1,"PGLSSEY",4.2e-05,0.021,0.00177743776554307
"161",41,1,"Compar",0.533864653788843,0.021,0.0360454831849264
"log10(adult_weight)62",44,1,"PGLSSEY",0.00013,0.021,0.00143920677271857
"162",44,1,"Compar",0.802575920077555,0.021,-0.0203593023717188
"log10(adult_weight)63",46,1,"PGLSSEY",7.8e-06,0.021,0.00222354135655937
"163",46,1,"Compar",0.68423569086004,0.021,-0.0153226286961203
"log10(adult_weight)64",39,1,"PGLSSEY",0.0023,0.021,0.000602624847622208
"164",39,1,"Compar",0.209516385109497,0.021,-0.107965306016645
"log10(adult_weight)65",40,1,"PGLSSEY",1.8e-05,0.021,0.00337206306664099
"165",40,1,"Compar",0.400032898117162,0.021,-0.044159944516863
"log10(adult_weight)66",44,1,"PGLSSEY",0.014,0.021,0.000317457688681461
"166",44,1,"Compar",0.808299452977944,0.021,0.0129866147993596
"log10(adult_weight)67",41,1,"PGLSSEY",7.6e-05,0.021,0.00175319712945654
"167",41,1,"Compar",0.998372525265669,0.021,-7.65280899683862e-05
"log10(adult_weight)68",44,1,"PGLSSEY",0.0024,0.021,0.000555599972497695
"168",44,1,"Compar",0.658385276316263,0.021,-0.0208401958596549
"log10(adult_weight)69",44,1,"PGLSSEY",0.0024,0.021,0.00121735871074984
"169",44,1,"Compar",0.0210797626179038,0.021,0.186079837849302
"log10(adult_weight)70",45,1,"PGLSSEY",0.00089,0.021,0.000502604419840142
"170",45,1,"Compar",0.486119859404289,0.021,-0.0343476671102341
"log10(adult_weight)71",42,1,"PGLSSEY",3e-04,0.021,0.00143820018097771
"171",42,1,"Compar",0.916860262402293,0.021,0.00751041301620781
"log10(adult_weight)72",40,1,"PGLSSEY",1.5e-05,0.021,0.00123668569002043
"172",40,1,"Compar",0.114784160184386,0.021,0.0686088862210885
"log10(adult_weight)73",37,1,"PGLSSEY",0.00022,0.021,0.00163502898339842
"173",37,1,"Compar",0.072758500950777,0.021,0.0798647395404117
"log10(adult_weight)74",45,1,"PGLSSEY",6e-06,0.021,0.00288868304442849
"174",45,1,"Compar",0.497607418853098,0.021,0.0258083030850411
"log10(adult_weight)75",39,1,"PGLSSEY",4.4e-07,0.021,0.00402091455617943
"175",39,1,"Compar",0.829500820105444,0.021,-0.0121633903496985
"log10(adult_weight)76",43,1,"PGLSSEY",2.3e-05,0.021,0.0011866621933271
"176",43,1,"Compar",0.13425225297264,0.021,-0.112147778137125
"log10(adult_weight)77",42,1,"PGLSSEY",0.00016,0.021,0.00181782369151257
"177",42,1,"Compar",0.843857559290503,0.021,-0.00669352061259021
"log10(adult_weight)78",43,1,"PGLSSEY",5.9e-06,0.021,0.00198330007078613
"178",43,1,"Compar",0.0657479744147376,0.021,-0.0909770123180462
"log10(adult_weight)79",42,1,"PGLSSEY",3.2e-06,0.021,0.00112206403341722
"179",42,1,"Compar",0.385834430290645,0.021,-0.0329343718116131
"log10(adult_weight)80",42,1,"PGLSSEY",0.00012,0.021,0.0014717095565837
"180",42,1,"Compar",0.15937337976484,0.021,0.219301933142839
"log10(adult_weight)81",42,1,"PGLSSEY",2.9e-05,0.021,0.00179630913421469
"181",42,1,"Compar",0.0492689611621566,0.021,0.0862858767279633
"log10(adult_weight)82",42,1,"PGLSSEY",8.3e-06,0.021,0.00141908901644897
"182",42,1,"Compar",0.0465103818296579,0.021,0.1423016111701
"log10(adult_weight)83",43,1,"PGLSSEY",0.016,0.021,0.000366566489016291
"183",43,1,"Compar",0.751783268974564,0.021,-0.0180084620904637
"log10(adult_weight)84",46,1,"PGLSSEY",0.00019,0.021,0.000567987885464002
"184",46,1,"Compar",0.773215375289286,0.021,-0.020885377964909
"log10(adult_weight)85",42,1,"PGLSSEY",3.4e-07,0.021,0.00161641148064737
"185",42,1,"Compar",0.782922021000805,0.021,-0.0130883681271339
"log10(adult_weight)86",45,1,"PGLSSEY",0.00017,0.021,0.00224539954937811
"186",45,1,"Compar",0.136685418184328,0.021,0.0851466108117669
"log10(adult_weight)87",42,1,"PGLSSEY",6.4e-06,0.021,0.00259325300696839
"187",42,1,"Compar",0.524006328054174,0.021,0.0341619248962783
"log10(adult_weight)88",40,1,"PGLSSEY",6.7e-06,0.021,0.00249618035244852
"188",40,1,"Compar",0.578519525731085,0.021,0.0245285536510578
"log10(adult_weight)89",43,1,"PGLSSEY",5.2e-06,0.021,0.00225480930832249
"189",43,1,"Compar",0.217727045208692,0.021,0.0712309310924164
"log10(adult_weight)90",44,1,"PGLSSEY",0.00024,0.021,0.00122085382627355
"190",44,1,"Compar",0.0541831029589528,0.021,0.063983452528837
"log10(adult_weight)91",47,1,"PGLSSEY",1.2e-05,0.021,0.00190073659450594
"191",47,1,"Compar",0.336816480621186,0.021,0.0381434509040122
"log10(adult_weight)92",43,1,"PGLSSEY",2.8e-06,0.021,0.00241651203366585
"192",43,1,"Compar",0.997934412155476,0.021,0.000107793934452927
"log10(adult_weight)93",40,1,"PGLSSEY",5.5e-05,0.021,0.00144045899377194
"193",40,1,"Compar",0.399880003627601,0.021,0.0418386130994219
"log10(adult_weight)94",46,1,"PGLSSEY",7.7e-06,0.021,0.00198053799288279
"194",46,1,"Compar",0.238771700955556,0.021,0.0850722375683635
"log10(adult_weight)95",45,1,"PGLSSEY",0.00068,0.021,0.00140974258795265
"195",45,1,"Compar",0.339081557766212,0.021,0.0533031410727376
"log10(adult_weight)96",48,1,"PGLSSEY",0.00049,0.021,0.00157171844724517
"196",48,1,"Compar",0.241724804319227,0.021,0.0459072719930702
"log10(adult_weight)97",40,1,"PGLSSEY",1e-05,0.021,0.00194284938638151
"197",40,1,"Compar",0.0847854634366305,0.021,0.0642425585883335
"log10(adult_weight)98",44,1,"PGLSSEY",0.00042,0.021,0.000571737567469689
"198",44,1,"Compar",0.244114613483323,0.021,-0.0517704636740275
"log10(adult_weight)99",46,1,"PGLSSEY",7.9e-05,0.021,0.00205477746877997
"199",46,1,"Compar",0.661364621809134,0.021,0.0175133425525344
"log10(adult_weight)100",88,1,"PGLSSEY",1.5e-08,0.021,0.00157526933830836
"1100",88,1,"Compar",0.340413841476837,0.021,0.0314545591078557
"log10(adult_weight)101",86,1,"PGLSSEY",6.9e-07,0.021,0.00120560410443476
"1101",86,1,"Compar",0.64566139899157,0.021,0.016944560391988
"log10(adult_weight)102",88,1,"PGLSSEY",3e-09,0.021,0.000748339043529588
"1102",88,1,"Compar",0.62117149773075,0.021,0.0211293381419075
"log10(adult_weight)103",87,1,"PGLSSEY",0.0012,0.021,0.000232492361970069
"1103",87,1,"Compar",0.420822179034687,0.021,-0.0485884099269356
"log10(adult_weight)104",85,1,"PGLSSEY",4.5e-07,0.021,0.00125154909038166
"1104",85,1,"Compar",0.0158185472887085,0.021,0.11483817849015
"log10(adult_weight)105",82,1,"PGLSSEY",6.9e-08,0.021,0.00118516672014741
"1105",82,1,"Compar",0.513574514893951,0.021,-0.0283358604014161
"log10(adult_weight)106",87,1,"PGLSSEY",2.7e-10,0.021,0.0019677001386368
"1106",87,1,"Compar",0.512915544847725,0.021,0.0162436003784352
"log10(adult_weight)107",88,1,"PGLSSEY",6.5e-07,0.021,0.000859386011714426
"1107",88,1,"Compar",0.104456743897431,0.021,0.0913096120785974
"log10(adult_weight)108",85,1,"PGLSSEY",0.00034,0.021,0.000955990852851371
"1108",85,1,"Compar",0.0906684128038049,0.021,0.0724156819470436
"log10(adult_weight)109",86,1,"PGLSSEY",0.00042,0.021,0.000882402179819327
"1109",86,1,"Compar",0.860055612064743,0.021,-0.00809807964720388
"log10(adult_weight)110",86,1,"PGLSSEY",1.2e-07,0.021,0.00133220084897558
"1110",86,1,"Compar",0.386421506861702,0.021,0.0373968335819734
"log10(adult_weight)111",87,1,"PGLSSEY",4.6e-07,0.021,0.00141600246370504
"1111",87,1,"Compar",0.494938807754958,0.021,0.0280548224129458
"log10(adult_weight)112",86,1,"PGLSSEY",8.1e-05,0.021,0.00101109300269929
"1112",86,1,"Compar",0.0641667814585556,0.021,0.0806971917486359
"log10(adult_weight)113",84,1,"PGLSSEY",4.4e-07,0.021,0.00185236203728629
"1113",84,1,"Compar",0.423408201550353,0.021,0.0217514679722428
"log10(adult_weight)114",87,1,"PGLSSEY",3.4e-09,0.021,0.00138848932649416
"1114",87,1,"Compar",0.172143676958881,0.021,0.0670001867834307
"log10(adult_weight)115",79,1,"PGLSSEY",4.5e-07,0.021,0.00122658275682287
"1115",79,1,"Compar",0.233208931010572,0.021,0.0587547878766026
"log10(adult_weight)116",82,1,"PGLSSEY",5.1e-05,0.021,0.000893591162912778
"1116",82,1,"Compar",0.14464642479225,0.021,-0.0621136868522063
"log10(adult_weight)117",82,1,"PGLSSEY",2.3e-06,0.021,0.00121045357697996
"1117",82,1,"Compar",0.882191627015879,0.021,0.00824677858940159
"log10(adult_weight)118",85,1,"PGLSSEY",8.4e-07,0.021,0.00164446983663328
"1118",85,1,"Compar",0.326026649092116,0.021,-0.0309292032162904
"log10(adult_weight)119",79,1,"PGLSSEY",1.5e-09,0.021,0.00236048919561859
"1119",79,1,"Compar",0.691760317093447,0.021,0.0103809351225006
"log10(adult_weight)120",89,1,"PGLSSEY",1.8e-06,0.021,0.000873009860887394
"1120",89,1,"Compar",0.00291424517694217,0.021,0.215042261374389
"log10(adult_weight)121",84,1,"PGLSSEY",1.5e-09,0.021,0.00112195947733455
"1121",84,1,"Compar",0.164087060121891,0.021,-0.0551869520771016
"log10(adult_weight)122",83,1,"PGLSSEY",2.1e-05,0.021,0.00110723701265268
"1122",83,1,"Compar",0.00960501856597995,0.021,0.11765233014218
"log10(adult_weight)123",91,1,"PGLSSEY",8.3e-06,0.021,0.00130177791214084
"1123",91,1,"Compar",0.311171185285725,0.021,0.0470176801094198
"log10(adult_weight)124",89,1,"PGLSSEY",4e-08,0.021,0.00108365204996242
"1124",89,1,"Compar",0.884821007125044,0.021,-0.00551096112375493
"log10(adult_weight)125",87,1,"PGLSSEY",1.8e-07,0.021,0.00160166898494253
"1125",87,1,"Compar",0.312731324556781,0.021,0.0425843130866372
"log10(adult_weight)126",85,1,"PGLSSEY",5.6e-10,0.021,0.000803333240941671
"1126",85,1,"Compar",0.281160541765333,0.021,0.0469423374278746
"log10(adult_weight)127",85,1,"PGLSSEY",2.5e-06,0.021,0.000535985269632507
"1127",85,1,"Compar",0.361820449419087,0.021,0.0511556729857912
"log10(adult_weight)128",84,1,"PGLSSEY",8.3e-07,0.021,0.00120912451827735
"1128",84,1,"Compar",0.530596118794839,0.021,0.0396622758125256
"log10(adult_weight)129",87,1,"PGLSSEY",7.3e-09,0.021,0.00233514328302737
"1129",87,1,"Compar",0.0708376593841697,0.021,0.0603539253301566
"log10(adult_weight)130",85,1,"PGLSSEY",3.5e-10,0.021,0.0013019626296019
"1130",85,1,"Compar",0.713261024169479,0.021,-0.0121147350597641
"log10(adult_weight)131",88,1,"PGLSSEY",6e-05,0.021,0.000786091398809264
"1131",88,1,"Compar",0.176385672439632,0.021,0.0967101035328293
"log10(adult_weight)132",84,1,"PGLSSEY",1.7e-06,0.021,0.000995277255541358
"1132",84,1,"Compar",0.26281657842096,0.021,0.0623784591534875
"log10(adult_weight)133",83,1,"PGLSSEY",3.5e-09,0.021,0.00163000660995314
"1133",83,1,"Compar",0.030863525863551,0.021,0.0917182474037608
"log10(adult_weight)134",84,1,"PGLSSEY",3.3e-09,0.021,0.00192034903096406
"1134",84,1,"Compar",0.755439325167943,0.021,-0.00835272400067666
"log10(adult_weight)135",86,1,"PGLSSEY",1.3e-05,0.021,0.000840149628546709
"1135",86,1,"Compar",0.0608827932876717,0.021,0.0833274914820259
"log10(adult_weight)136",84,1,"PGLSSEY",2e-06,0.021,0.000820568568521225
"1136",84,1,"Compar",0.348914578249826,0.021,-0.0411865989124798
"log10(adult_weight)137",86,1,"PGLSSEY",2.4e-08,0.021,0.000563363059088064
"1137",86,1,"Compar",0.233807701238201,0.021,-0.0449344887080219
"log10(adult_weight)138",89,1,"PGLSSEY",6e-09,0.021,0.000588580922812334
"1138",89,1,"Compar",0.619378865164465,0.021,0.0175178206817668
"log10(adult_weight)139",82,1,"PGLSSEY",1.8e-06,0.021,0.00171469880687893
"1139",82,1,"Compar",0.0304171006783238,0.021,0.0975244143455187
"log10(adult_weight)140",89,1,"PGLSSEY",0.00015,0.021,0.000610878328322307
"1140",89,1,"Compar",0.973319585517806,0.021,0.00168042622026299
"log10(adult_weight)141",85,1,"PGLSSEY",1.1e-07,0.021,0.0012733449170779
"1141",85,1,"Compar",0.421627578511817,0.021,0.0247110997246027
"log10(adult_weight)142",87,1,"PGLSSEY",7.8e-06,0.021,0.000933030710554461
"1142",87,1,"Compar",0.144184890695821,0.021,0.05177098844407
"log10(adult_weight)143",83,1,"PGLSSEY",5.7e-10,0.021,0.0016122739637742
"1143",83,1,"Compar",0.294926470351761,0.021,0.0344546749732855
"log10(adult_weight)144",87,1,"PGLSSEY",4.2e-06,0.021,0.00157682204806621
"1144",87,1,"Compar",0.213653235719802,0.021,-0.0773722005201707
"log10(adult_weight)145",80,1,"PGLSSEY",5.5e-07,0.021,0.00128515159390652
"1145",80,1,"Compar",0.0025945123313853,0.021,0.124892239573544
"log10(adult_weight)146",84,1,"PGLSSEY",4.3e-12,0.021,0.00235184138290001
"1146",84,1,"Compar",0.284951409370183,0.021,0.0305455461137365
"log10(adult_weight)147",86,1,"PGLSSEY",2.9e-07,0.021,0.00121764470863888
"1147",86,1,"Compar",0.00444050766462434,0.021,0.0596076851511895
"log10(adult_weight)148",83,1,"PGLSSEY",2.7e-06,0.021,0.00107251947002086
"1148",83,1,"Compar",0.145824506104527,0.021,-0.101922079277712
"log10(adult_weight)149",81,1,"PGLSSEY",0.0012,0.021,0.000274777100546769
"1149",81,1,"Compar",0.127840220626758,0.021,0.0765996452597628
"log10(adult_weight)150",78,1,"PGLSSEY",0.00023,0.021,0.000812706872656803
"1150",78,1,"Compar",0.205146582069131,0.021,0.0480811354648862
"log10(adult_weight)151",85,1,"PGLSSEY",3e-07,0.021,0.00110424235414777
"1151",85,1,"Compar",0.736845425873523,0.021,-0.0136418761266333
"log10(adult_weight)152",88,1,"PGLSSEY",2.7e-05,0.021,0.00142846491628307
"1152",88,1,"Compar",0.00496099528305738,0.021,0.105401125130882
"log10(adult_weight)153",84,1,"PGLSSEY",6.7e-08,0.021,0.00173954262334279
"1153",84,1,"Compar",0.252830433251269,0.021,0.0352146263126807
"log10(adult_weight)154",85,1,"PGLSSEY",2.3e-05,0.021,0.000845104977148324
"1154",85,1,"Compar",0.116057530812518,0.021,0.128764533784421
"log10(adult_weight)155",85,1,"PGLSSEY",6.2e-08,0.021,0.00162970500800034
"1155",85,1,"Compar",0.614693261258611,0.021,-0.0255453773746095
"log10(adult_weight)156",82,1,"PGLSSEY",4.2e-07,0.021,0.0014277468100452
"1156",82,1,"Compar",0.432239821245933,0.021,-0.0520145201698141
"log10(adult_weight)157",92,1,"PGLSSEY",1.7e-06,0.021,0.00117091183354083
"1157",92,1,"Compar",0.79601361198472,0.021,0.0120839486244178
"log10(adult_weight)158",90,1,"PGLSSEY",0.00054,0.021,0.000742556006945082
"1158",90,1,"Compar",0.170411703004918,0.021,-0.0855224511374626
"log10(adult_weight)159",86,1,"PGLSSEY",1.8e-06,0.021,0.00153281649343779
"1159",86,1,"Compar",0.098032436205536,0.021,-0.0852344058066183
"log10(adult_weight)160",83,1,"PGLSSEY",3.8e-06,0.021,0.00054492009765651
"1160",83,1,"Compar",0.161756178760853,0.021,-0.0792899174779045
"log10(adult_weight)161",82,1,"PGLSSEY",1.9e-05,0.021,0.00130043103821005
"1161",82,1,"Compar",0.492245744515499,0.021,0.0272380306173243
"log10(adult_weight)162",83,1,"PGLSSEY",4.3e-08,0.021,0.00191320914747081
"1162",83,1,"Compar",0.899288542828578,0.021,-0.00539408323389701
"log10(adult_weight)163",84,1,"PGLSSEY",2.3e-07,0.021,0.00116064660161055
"1163",84,1,"Compar",0.0285467735539355,0.021,0.0856374946847969
"log10(adult_weight)164",89,1,"PGLSSEY",0.0052,0.021,0.000187853031935397
"1164",89,1,"Compar",0.0593465673313651,0.021,-0.144158789987775
"log10(adult_weight)165",81,1,"PGLSSEY",1.8e-08,0.021,0.00189239819817152
"1165",81,1,"Compar",0.00982469641593475,0.021,0.077964299855362
"log10(adult_weight)166",87,1,"PGLSSEY",1.8e-06,0.021,0.000972417002971756
"1166",87,1,"Compar",0.985943211127974,0.021,0.000817211887634173
"log10(adult_weight)167",90,1,"PGLSSEY",9.6e-10,0.021,0.002954254409095
"1167",90,1,"Compar",0.405242234432615,0.021,0.0292016743522496
"log10(adult_weight)168",86,1,"PGLSSEY",5.7e-08,0.021,0.00222540196169496
"1168",86,1,"Compar",0.0196145587946983,0.021,0.0798265934312541
"log10(adult_weight)169",86,1,"PGLSSEY",1e-07,0.021,0.0017612898352916
"1169",86,1,"Compar",0.922117500248062,0.021,0.00284178242387867
"log10(adult_weight)170",85,1,"PGLSSEY",1.5e-07,0.021,0.000418569325914553
"1170",85,1,"Compar",0.218963609808589,0.021,-0.0523713876006457
"log10(adult_weight)171",83,1,"PGLSSEY",1.9e-07,0.021,0.00157475747225458
"1171",83,1,"Compar",0.564879733201547,0.021,0.0270128547052266
"log10(adult_weight)172",83,1,"PGLSSEY",3.5e-06,0.021,0.00133077935754985
"1172",83,1,"Compar",0.958227493118839,0.021,0.00230288645082144
"log10(adult_weight)173",85,1,"PGLSSEY",1.6e-06,0.021,0.00160655705415199
"1173",85,1,"Compar",0.892016583301076,0.021,-0.00335485664699897
"log10(adult_weight)174",88,1,"PGLSSEY",8e-07,0.021,0.00113511493010013
"1174",88,1,"Compar",0.279060406067596,0.021,0.0550545306397545
"log10(adult_weight)175",89,1,"PGLSSEY",6.6e-10,0.021,0.000980944195317624
"1175",89,1,"Compar",0.0302562015994614,0.021,0.0932316353329701
"log10(adult_weight)176",84,1,"PGLSSEY",4.2e-07,0.021,0.0015682960392769
"1176",84,1,"Compar",0.428357341876868,0.021,-0.0431481159359413
"log10(adult_weight)177",83,1,"PGLSSEY",1.1e-08,0.021,0.00211243929762045
"1177",83,1,"Compar",0.404784071653418,0.021,0.0406887547207608
"log10(adult_weight)178",85,1,"PGLSSEY",2.6e-06,0.021,0.00113724213250697
"1178",85,1,"Compar",0.0794153309695464,0.021,0.0850572163065095
