"","n","min","model","pval","simslope","slope"
"log10(adult_weight)4713",89,5,"PGLSSEY",6.1e-12,-0.2,-0.00477880996908344
"14713",89,5,"Compar",0.298327511800083,-0.2,-0.0517409362747383
"log10(adult_weight)4722",89,5,"PGLSSEY",3e-12,-0.2,-0.00368892963555348
"14722",89,5,"Compar",0.0315005675512465,-0.2,-0.121059743396016
"log10(adult_weight)4732",87,5,"PGLSSEY",3.7e-12,-0.2,-0.0139758917162961
"14732",87,5,"Compar",3.36994345604413e-05,-0.2,-0.243314268333423
"log10(adult_weight)4742",91,5,"PGLSSEY",6.9e-12,-0.2,-0.00385863905733889
"14742",91,5,"Compar",0.005059528263335,-0.2,-0.130159592968349
"log10(adult_weight)4752",91,5,"PGLSSEY",4.7e-10,-0.2,-0.00388927442361625
"14752",91,5,"Compar",0.0304242041603524,-0.2,-0.0801645481290445
"log10(adult_weight)4762",89,5,"PGLSSEY",1.3e-11,-0.2,-0.00592590213499886
"14762",89,5,"Compar",0.181026605233641,-0.2,-0.0583486918125055
"log10(adult_weight)4772",89,5,"PGLSSEY",6e-10,-0.2,-0.00333667603123922
"14772",89,5,"Compar",0.489422612387188,-0.2,-0.0341796831718963
"log10(adult_weight)4782",92,5,"PGLSSEY",2.6e-14,-0.2,-0.00301934520740211
"14782",92,5,"Compar",0.189029837931711,-0.2,-0.075911154985127
"log10(adult_weight)4792",86,5,"PGLSSEY",3.8e-12,-0.2,-0.00573538929789344
"14792",86,5,"Compar",0.00272333704344607,-0.2,-0.135694415614724
"log10(adult_weight)4802",88,5,"PGLSSEY",6.3e-10,-0.2,-0.00443749520067705
"14802",88,5,"Compar",0.0295071345279752,-0.2,-0.124072506039622
"log10(adult_weight)4813",88,5,"PGLSSEY",5.3e-13,-0.2,-0.00354181921976733
"14813",88,5,"Compar",7.44029615002972e-05,-0.2,-0.248952760795518
"log10(adult_weight)4822",86,5,"PGLSSEY",2e-10,-0.2,-0.00336025627124894
"14822",86,5,"Compar",0.0592015202714316,-0.2,-0.119448163977149
"log10(adult_weight)4832",89,5,"PGLSSEY",9.1e-12,-0.2,-0.0143926902540643
"14832",89,5,"Compar",4.03433044109391e-05,-0.2,-0.282413743134212
"log10(adult_weight)4842",91,5,"PGLSSEY",3.9e-13,-0.2,-0.0174705520526488
"14842",91,5,"Compar",4.3198680299561e-07,-0.2,-0.415698444203288
"log10(adult_weight)4852",91,5,"PGLSSEY",3.1e-13,-0.2,-0.0102915425489773
"14852",91,5,"Compar",0.0153136386482693,-0.2,-0.0871502206006272
"log10(adult_weight)4862",86,5,"PGLSSEY",9e-10,-0.2,-0.00649030442271716
"14862",86,5,"Compar",0.000721002006755178,-0.2,-0.202470447746433
"log10(adult_weight)4872",88,5,"PGLSSEY",8.1e-10,-0.2,-0.00354804475526657
"14872",88,5,"Compar",0.0627331977217169,-0.2,-0.111593805498819
"log10(adult_weight)4882",89,5,"PGLSSEY",4e-11,-0.2,-0.00357572444090779
"14882",89,5,"Compar",0.113440146226836,-0.2,-0.0856756636517844
"log10(adult_weight)4892",89,5,"PGLSSEY",1.7e-12,-0.2,-0.0211595429897237
"14892",89,5,"Compar",2.42946390316412e-06,-0.2,-0.237193603350351
"log10(adult_weight)4902",91,5,"PGLSSEY",1.3e-09,-0.2,-0.00389492357325931
"14902",91,5,"Compar",0.0284173819225664,-0.2,-0.0998843300952315
"log10(adult_weight)4913",91,5,"PGLSSEY",1.2e-10,-0.2,-0.011766003053986
"14913",91,5,"Compar",0.0166168661931714,-0.2,-0.109289155708916
"log10(adult_weight)4922",88,5,"PGLSSEY",1.7e-12,-0.2,-0.0202099585594632
"14922",88,5,"Compar",4.95925056287483e-06,-0.2,-0.251194511423947
"log10(adult_weight)4932",90,5,"PGLSSEY",1.3e-12,-0.2,-0.0128025077200606
"14932",90,5,"Compar",0.000645346612424769,-0.2,-0.144038368326276
"log10(adult_weight)4942",90,5,"PGLSSEY",3.1e-12,-0.2,-0.00335794363181621
"14942",90,5,"Compar",0.209780571211915,-0.2,-0.0636729169827781
"log10(adult_weight)4952",94,5,"PGLSSEY",1.4e-09,-0.2,-0.0126131040772344
"14952",94,5,"Compar",0.000717372968023877,-0.2,-0.139875396569408
"log10(adult_weight)4962",89,5,"PGLSSEY",9.7e-11,-0.2,-0.00481685169496598
"14962",89,5,"Compar",0.000543147133748256,-0.2,-0.244805336277083
"log10(adult_weight)4972",87,5,"PGLSSEY",2.6e-11,-0.2,-0.0197117112864336
"14972",87,5,"Compar",3.3815127364889e-08,-0.2,-0.418802314977426
"log10(adult_weight)4982",91,5,"PGLSSEY",1.6e-11,-0.2,-0.00679182204933141
"14982",91,5,"Compar",0.00584067623521745,-0.2,-0.16929247864615
"log10(adult_weight)4992",84,5,"PGLSSEY",1.1e-12,-0.2,-0.0127832079564801
"14992",84,5,"Compar",3.69522677003964e-05,-0.2,-0.215685022599696
"log10(adult_weight)5002",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297152850107478
"15002",261,5,"Compar",0.000154351553655729,-0.2,-0.145092066946852
"log10(adult_weight)5013",261,5,"PGLSSEY",1.8e-23,-0.2,-0.00298041654515409
"15013",261,5,"Compar",0.0351946934152969,-0.2,-0.0803599936195618
"log10(adult_weight)5022",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154313652512
"15022",261,5,"Compar",0.000380672289762352,-0.2,-0.143502145159624
"log10(adult_weight)5032",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154339768841
"15032",261,5,"Compar",0.0140929353607651,-0.2,-0.0892224678652267
"log10(adult_weight)5042",261,5,"PGLSSEY",8.9e-24,-0.2,-0.00297429488369963
"15042",261,5,"Compar",1.01316591605283e-05,-0.2,-0.176547488027601
"log10(adult_weight)5052",261,5,"PGLSSEY",2.3e-24,-0.2,-0.00304348058344158
"15052",261,5,"Compar",7.77752359182315e-07,-0.2,-0.219562689381568
"log10(adult_weight)5062",261,5,"PGLSSEY",6.1e-24,-0.2,-0.00297326568705893
"15062",261,5,"Compar",0.000507350247435312,-0.2,-0.139520229523511
"log10(adult_weight)5072",261,5,"PGLSSEY",5.8e-23,-0.2,-0.0028379555291654
"15072",261,5,"Compar",0.0190075865008679,-0.2,-0.0897820519177597
"log10(adult_weight)5082",261,5,"PGLSSEY",2e-23,-0.2,-0.00296928657148324
"15082",261,5,"Compar",2.51828721697933e-06,-0.2,-0.207406353582299
"log10(adult_weight)5092",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154284951088
"15092",261,5,"Compar",0.0132016974375762,-0.2,-0.108440074724198
"log10(adult_weight)5103",261,5,"PGLSSEY",8.9e-24,-0.2,-0.00299462738558768
"15103",261,5,"Compar",4.44342753835869e-06,-0.2,-0.202791342816026
"log10(adult_weight)5113",261,5,"PGLSSEY",8.4e-24,-0.2,-0.00299718490115108
"15113",261,5,"Compar",0.000335983729915945,-0.2,-0.133569153621757
"log10(adult_weight)5122",261,5,"PGLSSEY",8.2e-24,-0.2,-0.002971541075036
"15122",261,5,"Compar",0.02296759437457,-0.2,-0.0814127742731054
"log10(adult_weight)5132",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154220681358
"15132",261,5,"Compar",0.00115749770649387,-0.2,-0.133612814772961
"log10(adult_weight)5142",261,5,"PGLSSEY",2.7e-23,-0.2,-0.00293882742793787
"15142",261,5,"Compar",0.0547376162642939,-0.2,-0.0710392923257568
"log10(adult_weight)5152",261,5,"PGLSSEY",1.3e-23,-0.2,-0.00295831472135331
"15152",261,5,"Compar",0.664119057889043,-0.2,-0.0156798038963939
"log10(adult_weight)5162",261,5,"PGLSSEY",5.5e-24,-0.2,-0.00298058813406632
"15162",261,5,"Compar",0.0247487646018816,-0.2,-0.0853186474300367
"log10(adult_weight)5172",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154176166844
"15172",261,5,"Compar",6.74611508326706e-05,-0.2,-0.160115958955914
"log10(adult_weight)5182",261,5,"PGLSSEY",7.4e-24,-0.2,-0.00298785059157318
"15182",261,5,"Compar",0.000499861507760269,-0.2,-0.141063920528236
"log10(adult_weight)5192",261,5,"PGLSSEY",7.9e-24,-0.2,-0.00299084414434807
"15192",261,5,"Compar",0.0379629862448452,-0.2,-0.0842478180929112
"log10(adult_weight)5202",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154189544465
"15202",261,5,"Compar",0.0257808332746849,-0.2,-0.0806012271468322
"log10(adult_weight)5213",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154072922069
"15213",261,5,"Compar",0.00442762122469254,-0.2,-0.115254805126128
"log10(adult_weight)5222",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154374225412
"15222",261,5,"Compar",0.000943738317431997,-0.2,-0.127028859513579
"log10(adult_weight)5232",261,5,"PGLSSEY",7e-24,-0.2,-0.00296182303042074
"15232",261,5,"Compar",0.000823491210917737,-0.2,-0.133373773107204
"log10(adult_weight)5242",261,5,"PGLSSEY",1e-23,-0.2,-0.00298094022149432
"15242",261,5,"Compar",0.00163726445215873,-0.2,-0.123739483609594
"log10(adult_weight)5252",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154305524819
"15252",261,5,"Compar",0.015113134639023,-0.2,-0.0878115918803206
"log10(adult_weight)5262",261,5,"PGLSSEY",1.1e-23,-0.2,-0.00300649232779345
"15262",261,5,"Compar",1.19173402046702e-05,-0.2,-0.198403079109129
"log10(adult_weight)5272",261,5,"PGLSSEY",6e-25,-0.2,-0.00279799518181207
"15272",261,5,"Compar",0.0524223387487677,-0.2,-0.0707990453454035
"log10(adult_weight)5282",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154335475357
"15282",261,5,"Compar",0.00014798823741069,-0.2,-0.159915284954919
"log10(adult_weight)5292",261,5,"PGLSSEY",9.8e-23,-0.2,-0.00285149591540657
"15292",261,5,"Compar",0.00119634965342996,-0.2,-0.128316332172555
"log10(adult_weight)5302",261,5,"PGLSSEY",8.1e-24,-0.2,-0.00296991158290364
"15302",261,5,"Compar",0.00336730460777357,-0.2,-0.110695066618471
"log10(adult_weight)5313",261,5,"PGLSSEY",1.3e-24,-0.2,-0.00297133908701729
"15313",261,5,"Compar",0.0601957747202175,-0.2,-0.0723012113583443
"log10(adult_weight)5322",261,5,"PGLSSEY",5.5e-24,-0.2,-0.00297284588725716
"15322",261,5,"Compar",0.169060718130294,-0.2,-0.058529774372504
"log10(adult_weight)5332",261,5,"PGLSSEY",6.2e-24,-0.2,-0.00297173202374681
"15332",261,5,"Compar",0.000109802389742786,-0.2,-0.171379124274921
"log10(adult_weight)5342",261,5,"PGLSSEY",5.1e-23,-0.2,-0.002771415269831
"15342",261,5,"Compar",0.00346732319001042,-0.2,-0.111516163421825
"log10(adult_weight)5352",261,5,"PGLSSEY",4.7e-23,-0.2,-0.00278980560367753
"15352",261,5,"Compar",1.48698854118834e-07,-0.2,-0.235318939466535
"log10(adult_weight)5362",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154065103175
"15362",261,5,"Compar",0.000698633453978914,-0.2,-0.133435137613469
"log10(adult_weight)5372",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154360469582
"15372",261,5,"Compar",0.000123702061900488,-0.2,-0.160780791088587
"log10(adult_weight)5382",261,5,"PGLSSEY",9.4e-24,-0.2,-0.00297536597018191
"15382",261,5,"Compar",0.0175842480596469,-0.2,-0.0818059513714846
"log10(adult_weight)5392",261,5,"PGLSSEY",1.1e-23,-0.2,-0.00295732451396805
"15392",261,5,"Compar",0.0169708275757476,-0.2,-0.0851306213835024
"log10(adult_weight)5402",261,5,"PGLSSEY",6.3e-24,-0.2,-0.00294848558950904
"15402",261,5,"Compar",0.011472155708705,-0.2,-0.0888060711342977
"log10(adult_weight)5413",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154138491919
"15413",261,5,"Compar",0.00735600340860421,-0.2,-0.0946882708237622
"log10(adult_weight)5422",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154375551279
"15422",261,5,"Compar",0.317213112915312,-0.2,-0.0344298517219914
"log10(adult_weight)5432",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154274593228
"15432",261,5,"Compar",0.0884806524091153,-0.2,-0.0586276927959148
"log10(adult_weight)5442",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154155074297
"15442",261,5,"Compar",0.0725031276190962,-0.2,-0.0649506661030981
"log10(adult_weight)5452",261,5,"PGLSSEY",9.6e-24,-0.2,-0.00290232144159048
"15452",261,5,"Compar",0.00136262081139749,-0.2,-0.110508696511987
"log10(adult_weight)5462",261,5,"PGLSSEY",8.2e-24,-0.2,-0.0029715411545737
"15462",261,5,"Compar",0.00037342359491177,-0.2,-0.147177598319673
"log10(adult_weight)5472",261,5,"PGLSSEY",7e-23,-0.2,-0.00295061066111766
"15472",261,5,"Compar",0.0196602139871851,-0.2,-0.088548868690963
"log10(adult_weight)5482",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154258536915
"15482",261,5,"Compar",0.00123337013416025,-0.2,-0.105310303316411
"log10(adult_weight)5492",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154238985058
"15492",261,5,"Compar",0.158525372250407,-0.2,-0.0550155617776227
"log10(adult_weight)5502",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154228690686
"15502",261,5,"Compar",6.76996975235156e-06,-0.2,-0.173076322254845
"log10(adult_weight)5513",261,5,"PGLSSEY",9.6e-22,-0.2,-0.00281645723406891
"15513",261,5,"Compar",0.0135263324265404,-0.2,-0.0876876904286923
"log10(adult_weight)5522",261,5,"PGLSSEY",4.7e-25,-0.2,-0.00297735376610602
"15522",261,5,"Compar",0.00168651500674954,-0.2,-0.110977208873641
"log10(adult_weight)5532",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154323872483
"15532",261,5,"Compar",1.18728031406334e-07,-0.2,-0.24348178115953
"log10(adult_weight)5542",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154303719986
"15542",261,5,"Compar",1.21501714467342e-07,-0.2,-0.228100001896759
"log10(adult_weight)5552",261,5,"PGLSSEY",8.7e-24,-0.2,-0.00297547159258294
"15552",261,5,"Compar",0.00118885400268431,-0.2,-0.135170123486193
"log10(adult_weight)5562",261,5,"PGLSSEY",1.6e-23,-0.2,-0.00300105274144121
"15562",261,5,"Compar",0.222248903174436,-0.2,-0.0451770260299749
"log10(adult_weight)5572",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154238314378
"15572",261,5,"Compar",4.5507581569737e-07,-0.2,-0.207567058514207
"log10(adult_weight)5582",261,5,"PGLSSEY",1.5e-24,-0.2,-0.00295364139417283
"15582",261,5,"Compar",0.0191478189097913,-0.2,-0.0947727339846454
"log10(adult_weight)5592",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154440327869
"15592",261,5,"Compar",0.0274730102001159,-0.2,-0.0786169187819221
"log10(adult_weight)5602",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154232241472
"15602",261,5,"Compar",8.55361755014439e-05,-0.2,-0.149985532568631
"log10(adult_weight)5613",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154131719197
"15613",261,5,"Compar",4.60384698790506e-05,-0.2,-0.1982743111592
"log10(adult_weight)5622",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154127218593
"15622",261,5,"Compar",0.000277722438648542,-0.2,-0.153419791092974
"log10(adult_weight)5632",261,5,"PGLSSEY",6.5e-24,-0.2,-0.00297264054663953
"15632",261,5,"Compar",4.69326790941693e-06,-0.2,-0.175765620462463
"log10(adult_weight)5642",261,5,"PGLSSEY",3.2e-24,-0.2,-0.00273458195253
"15642",261,5,"Compar",0.138145228966721,-0.2,-0.0571319802396297
"log10(adult_weight)5652",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154248636245
"15652",261,5,"Compar",0.00397857254741596,-0.2,-0.119221618348078
"log10(adult_weight)5662",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154161356904
"15662",261,5,"Compar",7.24971939414232e-06,-0.2,-0.181246872376916
"log10(adult_weight)5672",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154163429486
"15672",261,5,"Compar",0.000201970918252581,-0.2,-0.159295455528253
"log10(adult_weight)5682",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154159798715
"15682",261,5,"Compar",0.00019413662768053,-0.2,-0.151568014559317
"log10(adult_weight)5692",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154170131846
"15692",261,5,"Compar",0.000124004929867638,-0.2,-0.133804824303648
"log10(adult_weight)5702",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154288182643
"15702",261,5,"Compar",1.9306005815789e-05,-0.2,-0.16243526630327
"log10(adult_weight)5713",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154439244045
"15713",261,5,"Compar",0.0342446759708137,-0.2,-0.0958725377046172
"log10(adult_weight)5722",261,5,"PGLSSEY",3.5e-24,-0.2,-0.003021232937993
"15722",261,5,"Compar",0.516531795127444,-0.2,-0.0214043361357406
"log10(adult_weight)5732",261,5,"PGLSSEY",1e-23,-0.2,-0.00299037707922271
"15732",261,5,"Compar",0.00663464470692121,-0.2,-0.0958275750225148
"log10(adult_weight)5742",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154176970309
"15742",261,5,"Compar",0.000243609442579729,-0.2,-0.141986433167154
"log10(adult_weight)5752",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154222446295
"15752",261,5,"Compar",0.0124364210666152,-0.2,-0.107433476235222
"log10(adult_weight)5762",261,5,"PGLSSEY",2.4e-22,-0.2,-0.00292361119970313
"15762",261,5,"Compar",4.47002231256377e-05,-0.2,-0.170364775746624
"log10(adult_weight)5772",261,5,"PGLSSEY",1.7e-23,-0.2,-0.00284279340153144
"15772",261,5,"Compar",0.0418774436626714,-0.2,-0.080623408351336
"log10(adult_weight)5782",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154128569713
"15782",261,5,"Compar",0.00085123141301624,-0.2,-0.137154519034621
"log10(adult_weight)5792",261,5,"PGLSSEY",3.2e-23,-0.2,-0.00297562490995589
"15792",261,5,"Compar",0.0536079116876018,-0.2,-0.0829207702035704
"log10(adult_weight)5802",261,5,"PGLSSEY",8.2e-24,-0.2,-0.0029715140603099
"15802",261,5,"Compar",0.000552908190255774,-0.2,-0.13540824282742
"log10(adult_weight)5813",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154233501112
"15813",261,5,"Compar",0.000172674100979542,-0.2,-0.153703207482978
"log10(adult_weight)5822",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154210216845
"15822",261,5,"Compar",0.0294003204292737,-0.2,-0.0770714348455703
"log10(adult_weight)5832",261,5,"PGLSSEY",5.2e-24,-0.2,-0.00300267126261649
"15832",261,5,"Compar",0.000652158437657979,-0.2,-0.145220520464735
"log10(adult_weight)5842",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154338030718
"15842",261,5,"Compar",0.000184608699628663,-0.2,-0.155842237334933
"log10(adult_weight)5852",261,5,"PGLSSEY",8.6e-24,-0.2,-0.00298962156883856
"15852",261,5,"Compar",0.00127640723981415,-0.2,-0.128978329374802
"log10(adult_weight)5862",261,5,"PGLSSEY",1.3e-24,-0.2,-0.00299885040259903
"15862",261,5,"Compar",0.277666933327033,-0.2,-0.0401631582087396
"log10(adult_weight)5872",261,5,"PGLSSEY",7.1e-23,-0.2,-0.00283779706761705
"15872",261,5,"Compar",0.0200746325965082,-0.2,-0.0956975695188889
"log10(adult_weight)5882",261,5,"PGLSSEY",1.8e-23,-0.2,-0.00302776595772014
"15882",261,5,"Compar",6.67672049647905e-07,-0.2,-0.195783180101132
"log10(adult_weight)5892",261,5,"PGLSSEY",1e-22,-0.2,-0.00290493267459467
"15892",261,5,"Compar",1.80143538290878e-05,-0.2,-0.141593711789114
"log10(adult_weight)5902",261,5,"PGLSSEY",3.7e-24,-0.2,-0.00275599168066377
"15902",261,5,"Compar",0.000247753234121406,-0.2,-0.139253053774994
"log10(adult_weight)5913",261,5,"PGLSSEY",1.1e-23,-0.2,-0.00295814065098555
"15913",261,5,"Compar",0.375638201068648,-0.2,-0.0336409322378275
"log10(adult_weight)5922",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154285904525
"15922",261,5,"Compar",0.00114861815331846,-0.2,-0.12588222409635
"log10(adult_weight)5932",261,5,"PGLSSEY",8.9e-24,-0.2,-0.00296650581565787
"15932",261,5,"Compar",0.000459003213910236,-0.2,-0.12864582805611
"log10(adult_weight)5942",261,5,"PGLSSEY",8.5e-24,-0.2,-0.00297329108324155
"15942",261,5,"Compar",0.354214982895819,-0.2,-0.0339700121729822
"log10(adult_weight)5952",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00296723376331847
"15952",261,5,"Compar",0.000502227752177564,-0.2,-0.125581120871245
"log10(adult_weight)5962",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154331885711
"15962",261,5,"Compar",0.162876665142582,-0.2,-0.0538420778854825
"log10(adult_weight)5972",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154269042884
"15972",261,5,"Compar",0.00101219724104507,-0.2,-0.136615519551155
"log10(adult_weight)5982",261,5,"PGLSSEY",8.2e-24,-0.2,-0.00297154261080903
"15982",261,5,"Compar",7.24513715950614e-05,-0.2,-0.147237551809893
"log10(adult_weight)5992",261,5,"PGLSSEY",9.9e-24,-0.2,-0.00296125890683695
"15992",261,5,"Compar",0.000104500066084423,-0.2,-0.150496109631548
"log10(adult_weight)6002",47,10,"PGLSSEY",2.2e-07,-0.2,-0.00594224257124844
"16002",47,10,"Compar",0.366586349057424,-0.2,-0.0585643042958248
"log10(adult_weight)6013",42,10,"PGLSSEY",2.5e-07,-0.2,-0.00540328938764218
"16013",42,10,"Compar",0.00476369797911413,-0.2,-0.185181615433423
"log10(adult_weight)6022",46,10,"PGLSSEY",1.1e-06,-0.2,-0.00350471548932633
"16022",46,10,"Compar",0.275634270315396,-0.2,-0.10531613174687
"log10(adult_weight)6032",46,10,"PGLSSEY",4.1e-08,-0.2,-0.00577139889368359
"16032",46,10,"Compar",0.814698760038215,-0.2,-0.010710807128362
"log10(adult_weight)6042",44,10,"PGLSSEY",6.8e-07,-0.2,-0.00914075669387401
"16042",44,10,"Compar",0.00161085100941261,-0.2,-0.197070558479035
"log10(adult_weight)6052",44,10,"PGLSSEY",5.4e-06,-0.2,-0.00499160552071205
"16052",44,10,"Compar",0.0288517930308521,-0.2,-0.10981472304106
"log10(adult_weight)6062",46,10,"PGLSSEY",3.7e-06,-0.2,-0.00340898073898396
"16062",46,10,"Compar",0.363563137178359,-0.2,0.0431369582164922
"log10(adult_weight)6072",43,10,"PGLSSEY",1.9e-08,-0.2,-0.0238534687297239
"16072",43,10,"Compar",0.00255258743507669,-0.2,-0.174391349228691
"log10(adult_weight)6082",49,10,"PGLSSEY",3.1e-07,-0.2,-0.00579858103200486
"16082",49,10,"Compar",0.0281013382521058,-0.2,-0.104315044721957
"log10(adult_weight)6092",46,10,"PGLSSEY",2e-07,-0.2,-0.0261824112919045
"16092",46,10,"Compar",0.000105705187390281,-0.2,-0.22938600364097
"log10(adult_weight)6103",47,10,"PGLSSEY",1.8e-07,-0.2,-0.00576392101298643
"16103",47,10,"Compar",0.423343710825125,-0.2,-0.043950396544713
"log10(adult_weight)6113",45,10,"PGLSSEY",5.3e-08,-0.2,-0.0187945698491215
"16113",45,10,"Compar",0.00426386084996766,-0.2,-0.144230629546947
"log10(adult_weight)6122",44,10,"PGLSSEY",1.6e-08,-0.2,-0.0146179262499382
"16122",44,10,"Compar",0.00892555354949875,-0.2,-0.137749265787346
"log10(adult_weight)6132",46,10,"PGLSSEY",8.3e-07,-0.2,-0.00790843746321153
"16132",46,10,"Compar",0.00559534094174285,-0.2,-0.134884379932757
"log10(adult_weight)6142",49,10,"PGLSSEY",2.5e-07,-0.2,-0.00439216864971363
"16142",49,10,"Compar",0.288256148801706,-0.2,-0.0482322939520343
"log10(adult_weight)6152",46,10,"PGLSSEY",6.8e-08,-0.2,-0.0243783431684507
"16152",46,10,"Compar",0.0020791433111631,-0.2,-0.196745385103309
"log10(adult_weight)6162",45,10,"PGLSSEY",6.9e-08,-0.2,-0.00671888721083397
"16162",45,10,"Compar",0.0372801714770776,-0.2,-0.132828215269718
"log10(adult_weight)6172",49,10,"PGLSSEY",1.2e-07,-0.2,-0.00458095954615404
"16172",49,10,"Compar",0.000309196630273956,-0.2,-0.220173949511277
"log10(adult_weight)6182",48,10,"PGLSSEY",1.6e-06,-0.2,-0.00525986052473397
"16182",48,10,"Compar",0.0277369142284374,-0.2,-0.134710093341389
"log10(adult_weight)6192",44,10,"PGLSSEY",6.8e-08,-0.2,-0.0104643888515232
"16192",44,10,"Compar",0.000360653541403133,-0.2,-0.164218767230673
"log10(adult_weight)6202",45,10,"PGLSSEY",1.2e-08,-0.2,-0.0178980839877148
"16202",45,10,"Compar",0.000704406129923063,-0.2,-0.219240856687233
"log10(adult_weight)6213",49,10,"PGLSSEY",2.2e-06,-0.2,-0.0162657376206031
"16213",49,10,"Compar",3.18129905343412e-05,-0.2,-0.225574927895021
"log10(adult_weight)6222",46,10,"PGLSSEY",1.5e-07,-0.2,-0.0231690527096099
"16222",46,10,"Compar",8.54886130330357e-07,-0.2,-0.429378437610041
"log10(adult_weight)6232",49,10,"PGLSSEY",1.6e-07,-0.2,-0.0105991767967345
"16232",49,10,"Compar",0.00163064049177164,-0.2,-0.170376277430949
"log10(adult_weight)6242",46,10,"PGLSSEY",1.3e-07,-0.2,-0.00398274466466177
"16242",46,10,"Compar",0.301590323452579,-0.2,-0.0642069777952244
"log10(adult_weight)6252",47,10,"PGLSSEY",1.7e-08,-0.2,-0.0155377638335558
"16252",47,10,"Compar",0.000169872427814521,-0.2,-0.200002022566122
"log10(adult_weight)6262",46,10,"PGLSSEY",1.5e-06,-0.2,-0.0316883301084155
"16262",46,10,"Compar",0.000658258718400972,-0.2,-0.197448050760366
"log10(adult_weight)6272",48,10,"PGLSSEY",9.5e-09,-0.2,-0.0158277561482202
"16272",48,10,"Compar",6.53119756715004e-05,-0.2,-0.253709485579604
"log10(adult_weight)6282",49,10,"PGLSSEY",4.2e-08,-0.2,-0.00653212701241964
"16282",49,10,"Compar",0.00289382003064365,-0.2,-0.150311944568551
"log10(adult_weight)6292",47,10,"PGLSSEY",4e-05,-0.2,-0.00232287979875541
"16292",47,10,"Compar",0.129368684674829,-0.2,-0.0694066093622643
"log10(adult_weight)6302",46,10,"PGLSSEY",2.1e-08,-0.2,-0.0166027031147264
"16302",46,10,"Compar",0.000277670882844916,-0.2,-0.187495762674091
"log10(adult_weight)6313",48,10,"PGLSSEY",3.1e-07,-0.2,-0.00340704347400305
"16313",48,10,"Compar",0.965274469858582,-0.2,-0.0025729203350574
"log10(adult_weight)6322",47,10,"PGLSSEY",1.9e-08,-0.2,-0.0127373440836469
"16322",47,10,"Compar",0.0152413765947408,-0.2,-0.111711000386715
"log10(adult_weight)6332",49,10,"PGLSSEY",0.00014,-0.2,-0.00140758940411638
"16332",49,10,"Compar",0.0945268064463032,-0.2,-0.0833523163215066
"log10(adult_weight)6342",46,10,"PGLSSEY",4.4e-07,-0.2,-0.00597374638483468
"16342",46,10,"Compar",0.320963049631981,-0.2,-0.0531916044238987
"log10(adult_weight)6352",47,10,"PGLSSEY",2.5e-08,-0.2,-0.0178701388243052
"16352",47,10,"Compar",5.59792081578081e-06,-0.2,-0.331996896621621
"log10(adult_weight)6362",45,10,"PGLSSEY",3e-08,-0.2,-0.00686678982746238
