taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,SE_simple
1586,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanopica,Cyanopica cyanus,NA,7,2,0.285714286,-,2,0,0,0,2,0.285714286,1,-,7,2,7,4,0.377964473
3480,Animalia,Chordata,Reptilia,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,NA,3,1,0.333333333,-,1,0,0,0,1,0.333333333,1,-,3,1,3,1,0.577350269
1913,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula cirrhata,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
108,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus aureus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
19787,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cyanochen,Cyanochen cyanopterus,Blue-Winged Goose,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4521,Animalia,Chordata,Reptilia,Squamata,Xenosauridae,Xenosaurus,Xenosaurus grandis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2466,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis alterna,NA,19,4,0.210526316,-,4,4,0.210526316,1,0,0,0,-,19,4,19,10,0.229415734
19823,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,Callithrix pygmaea,Pygmy Marmoset,19,0,0,-,0,0,0,NA,0,0,NA,-,19,0,19,1,0.229415734
1292,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chrotomys,Chrotomys whiteheadi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1820,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma caeruleum,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19432,Animalia,Chordata,Actinopteri,Osteoglossiformes,Mormyridae,Brienomyrus,NA,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19781,Animalia,Arthropoda,Insecta,Blaberidae,Blaberinae,Archimandrita,Archimandrita tesselata,Bullshead Cockroach,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1481,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon crangon,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
4224,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus cristatus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
987,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
2771,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4063,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara chrysotis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4191,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus cinnamominus,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,3,0.353553391
4109,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,Telescopus variegatus,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
3983,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia capicola,NA,12,0,0,-,0,0,0,NA,0,0,NA,-,12,0,12,6,0.288675135
4247,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus,Andean Bear,9,6,0.666666667,-,10,3,0.333333333,0.9,1,0.111111111,0.1,-,15,12,9,6,0.333333333
3633,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos swainsonii,Chestnut-mandibled Toucan,102,4,0.039215686,-,4,2,0.019607843,0.5,2,0.019607843,0.5,-,102,4,102,24,0.099014754
3662,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhamphiophis,Rhamphiophis oxyrhynchus,NA,1,0,0,-,5,0,0,1,0,0,0,-,6,5,1,2,1
1704,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammophis,Drymobius margaritiferus,NA,4,1,0.25,-,0,0,0,NA,0,0,NA,-,4,1,4,2,0.5
19645,Animalia,Euchelicerata,Arachnida,Araneae,Theraphosidae,Poecilotheria,Poecilotheria regalis,Indian Ornamental Spider,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
4067,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara guttata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3712,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Common Squirrel Monkey,71,8,0.112676056,-,8,1,0.014084507,0.125,7,0.098591549,0.875,-,71,8,71,15,0.118678166
16865,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates leucomelas,Yellow-banded Poison Dart Frog,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2786,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus nigrolineatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1800,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,Erpeton tentaculatum,Tentacled snake,56,0,0,-,0,0,0,NA,0,0,NA,-,56,0,56,11,0.133630621
920,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte anna,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4242,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tragopan,Tragopan melanocephalus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
19203,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,NA,NA,4,0,0,-,4,0,0,0.5,0,0,0.5,-,8,4,4,4,0.5
1827,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus ruber,Scarlet Ibis,105,3,0.028571429,-,3,0,0,0,3,0.028571429,1,-,105,3,105,17,0.097590007
1158,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo ellioti,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
869,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Calabaria reinhardtii,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
514,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola speciosa,NA,42,9,0.214285714,-,9,3,0.071428571,0.333333333,6,0.142857143,0.666666667,-,42,9,42,4,0.15430335
3037,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,1,0.353553391
1272,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,Chondrodactylus angulifer,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
2622,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius americanus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4238,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,Kudu,48,3,0.0625,-,2,0,0,0,2,0.041666667,1,-,48,3,48,11,0.144337567
3583,Animalia,Chordata,Aves,Galliformes,Phasianidae,Ptilopachus,Ptilopachus petrosus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19707,Animalia,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Gasterosteidae,Spinachia,Spinachia spinachia,Fifteen-spined Stickleback,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
2072,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus paradisea,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
19356,Animalia,Teleostei,Ostariophysi,Characiformes,Characidae,Phenacogaster,Phenacogaster tegatus,Phenacogaster tegatus,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2974,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia erythrogaster,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
4261,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tribolonotus,Tribolonotus pseudoponceleti,NA,23,0,0,-,0,0,0,NA,0,0,NA,-,23,0,23,7,0.208514414
729,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Bostrychia,Bostrychia hagedash,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,6,0.316227766
1245,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,Chlamydosaurus kingii,NA,32,0,0,-,0,0,0,NA,0,0,NA,-,32,0,32,9,0.176776695
2908,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis jacobus,Blackbar Soldierfish,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
596,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2821,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops nubicoides,NA,17,1,0.058823529,-,1,0,0,0,1,0.058823529,1,-,17,1,17,7,0.242535625
10703,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Chelon,Chelon labrosus,Thick-lipped Grey Mullet,12,0,0,-,0,0,0,NA,0,0,NA,-,12,0,12,1,0.288675135
237,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
67,Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,3,0.447213595
1222,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium plagiosum,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,4,0.377964473
19343,Animalia,Tetrapoda,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma dumerilii,Lake Patzcuaro Salamander,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
7768,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Scardinius,Scardinius erythrophthalmus,Rudd,14,0,0,-,0,0,0,NA,0,0,NA,-,14,0,14,1,0.267261242
2693,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus agilis,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,1,0.447213595
404,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3494,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,Psephotus dissimilis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4217,Animalia,Chordata,Amphibia,Anura,Hylidae,Trachycephalus,Trachycephalus resinifictrix,Mission-eyed Tree Frog,69,6,0.086956522,-,5,4,0.057971014,0.8,1,0.014492754,0.2,-,69,6,69,14,0.120385853
2269,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus bermudensis,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
2427,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Kinyongia,Kinyongia fischeri,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,2,0.40824829
3449,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana fusca,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4010,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Guinea Forest Hog,66,7,0.106060606,-,6,4,0.060606061,0.666666667,2,0.03030303,0.333333333,-,66,7,66,13,0.123091491
3315,Animalia,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Pimephales,Pimephales notatus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
2484,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis regius,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,5,0.447213595
10786,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos major,Great spotted woodpecker,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
3703,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus bicolor,Pied tamarin,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,4,0.447213595
2163,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,2,0.40824829
826,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo viridis,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
844,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Butorides striata,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
1013,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor canadensis,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,4,0.40824829
3397,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia latipinna,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,2,0.40824829
1412,Animalia,Chordata,Amphibia,Anura,Microhylidae,Cophixalus,Cophixalus ornatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19572,Animalia,Chordata,Gastropoda,NA,Partulidae,Partula,Partula mirabilis,Partula mirabilis,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
488,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga auricapillus,NA,9,0,0,-,0,0,0,NA,0,0,NA,-,9,0,9,4,0.333333333
19157,Animalia,Chordata,Reptilia,Squamata,Agamidae,Amphibolurus,Amphibolurus muricatus,Jacky Lizard,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3141,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis obsoletus,NA,1,1,1,-,6,0,0,0.833333333,1,1,0.166666667,-,6,6,1,2,1
3126,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,Pan paniscus,NA,1,1,1,-,1,0,0,0,1,1,1,-,1,1,1,1,1
1622,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
3163,Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Paratilapia,Paratilapia polleni,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2882,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Musophaga,Musophaga rossae,NA,13,0,0,-,0,0,0,NA,0,0,NA,-,13,0,13,7,0.277350098
857,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua moluccensis,Salmon-crested Cockatoo,20,1,0.05,-,2,0,0,0,1,0.05,1,-,21,2,20,12,0.223606798
477,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara militaris,Military macaw,12,0,0,-,0,0,0,NA,0,0,NA,-,12,0,12,6,0.288675135
19800,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Valencia,Valencia robertae,Corfu killifish,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
112,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis dacnicolor,NA,18,0,0,-,0,0,0,NA,0,0,NA,-,18,0,18,3,0.23570226
2192,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemitheconyx,Hemitheconyx caudicinctus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
4513,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys mento,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1896,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,Kestrel,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1649,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates tinctorius,Dyeing Poison Dart Frog,267,2,0.007490637,-,2,1,0.003745318,0.5,1,0.003745318,0.5,-,267,2,267,33,0.061199006
993,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis magellanica,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19747,Animalia,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Orestiini,Aphanius,Aphanius apodus,Killifish,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,1,0.19245009
1476,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix chinensis,NA,3,2,0.666666667,-,2,2,0.666666667,1,0,0,0,-,3,2,3,2,0.577350269
983,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
3359,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon fasciatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2412,Animalia,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,Jordanella,Jordanella floridae,American Flagfish,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19691,Animalia,Acanthopterygii,Perciformes,Labroidei,Pomacentridae,Pomacentrus,Pomacentrus alleni,Bluestar Damsel,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1307,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,Chrysophlegma flavinucha,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
4235,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus oryx,NA,9,2,0.222222222,-,1,0,0,0,1,0.111111111,1,-,9,2,9,6,0.333333333
1148,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica,Emerald Dove,48,0,0,-,0,0,0,NA,0,0,NA,-,48,0,48,6,0.144337567
2011,Animalia,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Glossolepis,Glossolepis incisus,Metallic Rainbowfish,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,3,0.301511345
604,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Avicularia,Avicularia avicularia,Chilean pink-toed bird eating spider,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,2,0.353553391
2284,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,Homopus areolatus,Parrot beaked cape tortoise,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
387,Animalia,Chordata,Reptilia,Squamata,Boidae,Antaresia,Antaresia stimsoni,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3862,Animalia,Chordata,Aves,Anseriformes,Anatidae,Sibirionetta,Sibirionetta formosa,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,6,0.353553391
13518,Animalia,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon,Crossoptilon auritum,Blue-eared Pheasant,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2244,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus capensis,Knysna Seahorse,204,0,0,-,0,0,0,NA,0,0,NA,-,204,0,204,2,0.070014004
3472,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,NA,37,3,0.081081081,-,3,2,0.054054054,0.666666667,1,0.027027027,0.333333333,-,37,3,37,10,0.164398987
4281,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
719,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,Bombycilla japonica,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1274,Animalia,Chordata,Aves,Strigiformes,Caprimulgidae,Chordeiles,Chordeiles acutipennis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19640,Animalia,Characiformes,Lebiasinidae,Pyrrhulininae,Nannostomini,Nannostomus,Nannostomus eques,Pencil Fish,2,1,0.5,-,1,0,0,0,1,0.5,1,-,2,1,2,1,0.707106781
1520,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus basiliscus,NA,3,1,0.333333333,-,1,1,0.333333333,1,0,0,0,-,3,1,3,3,0.577350269
721,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis viridis,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1048,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Centropristis,Centropristis striata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1014,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,Casuarius casuarius,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
784,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps mossambicus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4083,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus bairdii,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
4127,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Tetraodon biocellatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1161,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo johnstoni,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,2,0.40824829
16537,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna pulchella,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
807,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo scandiacus,NA,8,1,0.125,-,1,1,0.125,1,0,0,0,-,8,1,8,6,0.353553391
3277,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus,Phoeniconaias minor,NA,15,0,0,-,0,0,0,NA,0,0,NA,-,15,0,15,8,0.25819889
3348,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Platycerus,Platycercus eximius,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,3,0.377964473
800,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Bubalornis,Bubalornis albirostris,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1860,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,Euplectes orix,NA,31,1,0.032258065,-,0,0,0,NA,0,0,NA,-,31,1,31,6,0.179605302
4079,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara velia,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3036,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gilae,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Torgos,Torgos tracheliotus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
3517,Animalia,Chordata,Actinopteri,Siluriformes,Pimelodidae,Pseudoplatystoma,Pseudoplatystoma fasciatum,Tiger Catfish,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
3996,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Diplodactylus,Strophurus taenicauda,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19716,Animalia,Nymphalidae,Heliconiinae,Heliconiini,Heliconiina,Heliconius,Heliconius erato,Small Postman,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4227,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus germaini,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3283,Animalia,Chordata,Actinopterygii,Beryciformes,Anomalopidae,Phthanophaneron,Photoblepharon palpebratus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4159,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Theraphosa,Theraphosa blondi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2242,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus barbouri,Barbours Seahorse,65,0,0,-,0,0,0,NA,0,0,NA,-,65,0,65,1,0.124034735
3047,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,NA,17,8,0.470588235,-,8,7,0.411764706,0.875,1,0.058823529,0.125,-,17,8,17,11,0.242535625
1930,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,Furcifer pardalis,Reunion chameleon,41,4,0.097560976,-,4,4,0.097560976,1,0,0,0,-,41,4,41,12,0.156173762
2837,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus salmoides,NA,13,1,0.076923077,-,1,0,0,0,1,0.076923077,1,-,13,1,13,5,0.277350098
1435,Animalia,Chordata,Amphibia,Anura,Ceratobatrachidae,Cornufer,Cornufer guentheri,Solomon island leaf frog,89,5,0.056179775,-,4,3,0.033707865,0.75,1,0.011235955,0.25,-,89,5,89,11,0.105999788
2270,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus ciliaris,Queen Angelfish,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,4,0.447213595
1875,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea spelaea,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
