taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,SE_simple
548,Animalia,Chordata,Reptilia,Squamata,Boidae,Aspidites,Aspidites ramsayi,NA,5,2,0.4,-,2,2,0.4,1,0,0,0,-,5,2,5,2,0.447213595
1115,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx pictus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
7,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,Didelphis marsupialis,Oppossum,69,19,0.275362319,-,19,13,0.188405797,0.684210526,6,0.086956522,0.315789474,-,69,19,69,24,0.120385853
3334,Animalia,Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta sordida,Hooded Pitta,89,0,0,-,0,0,0,NA,0,0,NA,-,89,0,89,11,0.105999788
1086,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,NA,14,1,0.071428571,-,1,1,0.071428571,1,0,0,0,-,14,1,14,8,0.267261242
19532,Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Pseudotropheus,NA,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3437,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus zonipectus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3305,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phyllurus,Phyllurus platurus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
19474,Animalia,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki,Holbrooks Gambusia,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2129,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon senegalensis,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,3,0.5
19383,Animalia,Teleostei,Ostariophysi,Characiformes,Characidae,Brachychalcinus,Brachychalcinus orbicularis,Characin,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2968,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,Neotragus pygmaeus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19761,Animalia,Unionoidea,Unionidae,Ambleminae,Amblemini,Amblema,Amblema plicata,Three Ridge Mussel,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4539,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens,Yellow Sailfin Tang,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,5,0.301511345
4270,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus euteles,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,4,0.377964473
1880,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Euschistospiza,Euschistospiza cinereovinacea,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1204,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,Chelonoidis carbonarius,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
19757,Animalia,Reptilia,Squamata,Autarchoglossa,Varanidae,Varanus,Varanus ornatus,Ornate Monitor,1,1,1,-,1,0,0,0,1,1,1,-,1,1,1,1,1
2760,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys annamensis,Anam Leaf Turtle,19,0,0,-,0,0,0,NA,0,0,NA,-,19,0,19,3,0.229415734
980,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2719,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus villosus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
420,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius iberus,NA,3,1,0.333333333,-,1,0,0,0,1,0.333333333,1,-,3,1,3,1,0.577350269
3203,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus erythrorhynchos,NA,19,0,0,-,0,0,0,NA,0,0,NA,-,19,0,19,6,0.229415734
971,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius gibelio,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1883,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Exodon,Exodon paradoxus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2524,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,NA,2,0,0,-,1,0,0,0,0,0,1,-,3,1,2,2,0.707106781
278,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2018,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Gomphosus,Gomphosus varius,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
4374,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera uncia,Snow Leopard,33,12,0.363636364,-,12,10,0.303030303,0.833333333,2,0.060606061,0.166666667,-,33,12,33,17,0.174077656
7914,Animalia,Chordata,Reptilia,Squamata,Viperidae,Gloydius,Gloydius saxatilis,Rock Mamushi,4,1,0.25,-,1,0,0,0,1,0.25,1,-,4,1,4,1,0.5
557,Animalia,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Asterina,Asterina miniata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
947,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Capito,Capito niger,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
2762,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,Mauremys japonica,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,1,0.447213595
3566,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus rodricensis,Rodrigues Fruit Bat,61,0,0,-,0,0,0,NA,0,0,NA,-,61,0,61,7,0.12803688
4455,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus melinus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2914,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja annulifera,Egyptian Snouted Cobra,29,0,0,-,0,0,0,NA,0,0,NA,-,29,0,29,2,0.185695338
2733,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella madagascariensis,Painted Mantella,12,0,0,-,0,0,0,NA,0,0,NA,-,12,0,12,8,0.288675135
1511,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,Spotted Hyena,5,2,0.4,-,2,2,0.4,1,0,0,0,-,5,2,5,4,0.447213595
1443,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,Common Raven,3,1,0.333333333,-,1,1,0.333333333,1,0,0,0,-,3,1,3,3,0.577350269
2140,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres semicinctus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2276,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia lacerata,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1521,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus catalinensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
909,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2116,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus palliatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19386,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Haplochromis,Haplochromis melanopterus,Lake Victoria Cichlid,31,0,0,-,0,0,0,NA,0,0,NA,-,31,0,31,1,0.179605302
19600,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Ameca,Ameca splendens,Butterfly Goodeid,248,0,0,-,0,0,0,NA,0,0,NA,-,248,0,248,1,0.063500064
19498,Animalia,Arthropoda,Diplopoda,Spirostreptida,Spirostreptidae,Archispirostreptus,NA,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
2587,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates capito,NA,12,1,0.083333333,-,1,0,0,0,1,0.083333333,1,-,12,1,12,3,0.288675135
1735,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Elaphe schrenckii,NA,2,1,0.5,-,1,0,0,0,1,0.5,1,-,2,1,2,2,0.707106781
3076,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Domestic Rabbit,155,28,0.180645161,-,28,22,0.141935484,0.785714286,6,0.038709677,0.214285714,-,155,28,155,29,0.080321933
4476,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua obtusa,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3534,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus,NA,17,2,0.117647059,-,2,1,0.058823529,0.5,1,0.058823529,0.5,-,17,2,17,11,0.242535625
1682,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon holocanthus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2711,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,Madoqua kirkii,NA,7,1,0.142857143,-,2,1,0.142857143,1,0,0,0,-,8,2,7,6,0.377964473
3820,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Selenidera maculirostris,NA,12,1,0.083333333,-,1,0,0,0,1,0.083333333,1,-,12,1,12,4,0.288675135
3374,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus baglafecht,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3313,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Poospiza,Piezorina cinerea,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2643,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,Lorius garrulus,NA,20,0,0,-,0,0,0,NA,0,0,NA,-,20,0,20,3,0.223606798
3568,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus voeltzkowi,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3750,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus cyanogenys,Blue spiny lizard,56,2,0.035714286,-,2,2,0.035714286,1,0,0,0,-,56,2,56,7,0.133630621
300,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platalea,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4518,Animalia,Chordata,Reptilia,Squamata,Xenopeltidae,Xenopeltis,Xenopeltis hainanensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19574,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,Cebuella pygmaeus,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
1846,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,Eunectes murinus,Green Anaconda,10,2,0.2,-,2,1,0.1,0.5,1,0.1,0.5,-,10,2,10,8,0.316227766
378,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4361,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,Typhlonectes natans,Rio couca caecilian,40,0,0,-,0,0,0,NA,0,0,NA,-,40,0,40,11,0.158113883
182,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava,NA,16,0,0,-,0,0,0,NA,0,0,NA,-,16,0,16,3,0.25
1023,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus princeps,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1681,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon antennatus,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,7,0.353553391
4013,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus floridanus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,3,0.316227766
3554,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus torquatus,NA,9,1,0.111111111,-,1,1,0.111111111,1,0,0,0,-,9,1,9,2,0.333333333
2905,Animalia,Chordata,Mammalia,Rodentia,Agoutidae,Myoprocta,Myoprocta pratti,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2540,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis cyanellus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3939,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale pygmaea,NA,1,1,1,-,1,0,0,0,1,1,1,-,1,1,1,1,1
2935,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua narica,NA,12,5,0.416666667,-,15,2,0.166666667,0.866666667,2,0.166666667,0.133333333,-,23,16,12,9,0.288675135
4400,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx aegyptia,NA,16,3,0.1875,-,3,3,0.1875,1,0,0,0,-,16,3,16,7,0.25
9274,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo,Buzzard,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
2403,Animalia,Chordata,Reptilia,Squamata,Agamidae,Intellagama,Intellagama lesueurii,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,2,0.447213595
3249,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus versicolor,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4538,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma desjardinii,NA,1,1,1,-,1,0,0,0,1,1,1,-,1,1,1,1,1
3066,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
3260,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,Pheucticus ludovicianus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,Anisotremus virginicus,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,3,0.301511345
2199,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus chrysostomus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
4454,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus macraei,Blue Tree Monitor,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2028,Animalia,Chordata,Reptilia,Squamata,Agamidae,Gonocephalus,Gonocephalus grandis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4470,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,Red Ruffed Lemur,18,2,0.111111111,-,2,1,0.055555556,0.5,1,0.055555556,0.5,-,18,2,18,9,0.23570226
351,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis barbatus,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,3,0.40824829
898,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
3676,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,Rhinocheilus lecontei,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
4016,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus transitionalis,NA,35,2,0.057142857,-,2,1,0.028571429,0.5,1,0.028571429,0.5,-,35,2,35,1,0.169030851
4239,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus sylvaticus,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
1165,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,Chamaeleo tempeli,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,1,0.316227766
4407,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx yemenensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19799,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius saldae,Saldae killifish,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1293,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus,Vampire Bat,48,1,0.020833333,-,1,0,0,0,1,0.020833333,1,-,48,1,48,9,0.144337567
3394,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,Podocnemis vogli,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
2637,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura nycthemera,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1212,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,Chen caerulescens,NA,3,1,0.333333333,-,1,1,0.333333333,1,0,0,0,-,3,1,3,2,0.577350269
4425,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,Uta stansburiana,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4561,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops conspicillatus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
3299,Animalia,Chordata,Amphibia,Anura,Hylidae,Phyllomedusa,Phyllomedusa bicolor,Giant Waxy Tree Frog,70,0,0,-,0,0,0,NA,0,0,NA,-,70,0,70,17,0.119522861
18560,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates auratus,Golden Poison Dart Frog,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,1,0.301511345
19754,Animalia,Gasterosteiformes,Syngnathoidei,Syngnathidae,Syngnathinae,Corythoichthys,Corythoichthys intestinalis,Maldives Pipefish,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
1472,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cotinga,Cotinga cayana,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,4,0.40824829
4498,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverricula,Viverricula indica,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3808,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes pinniger,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4394,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,NA,5,1,0.2,-,1,1,0.2,1,0,0,0,-,5,1,5,4,0.447213595
4540,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma scopas,Two Tone Tang,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2897,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca microlepis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
517,Animalia,Chordata,Aves,Galliformes,Phasianidae,Argusianus,Argusianus argus,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,6,0.316227766
2351,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus puella,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2482,Animalia,Chordata,Aves,Passeriformes,Strunidae,Lamprotornis,Lamprotornis nitens,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
3407,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus gulielmi,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
2662,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus sebae,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1528,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus mitchelli,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
4165,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,NA,26,1,0.038461538,-,1,0,0,0,1,0.038461538,1,-,26,1,26,14,0.196116135
1605,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus cygnus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
1178,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Charmosyna,Charmosyna papou,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,5,0.301511345
2836,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus dolomieu,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
1664,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,Dermochelys coriacea,Leatherback Turtle,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1606,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus melancoryphus,NA,29,0,0,-,0,0,0,NA,0,0,NA,-,29,0,29,13,0.185695338
4388,Animalia,Chordata,Aves,Passeriformes,Corvidae,Urocissa,Urocissa erythrorhyncha,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
3904,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula clypeata,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,3,0.447213595
2316,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,Hylobates agilis,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
2607,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria exophthalmia,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1310,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,Cichla piquiti,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,3,0.5
3680,Animalia,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Rhinopias frondosa,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
1943,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba,Gallicolumba tristigmata,NA,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,5,0.301511345
2754,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dolichophis,Masticophis flagellum,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,4,0.447213595
2228,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,Heteronotia binoei,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1878,Animalia,Chordata,Aves,Gruiformes,Eurypygidae,Eurypyga,Eurypyga helias,Sun bittern,21,0,0,-,0,0,0,NA,0,0,NA,-,21,0,21,13,0.21821789
4449,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19745,Animalia,Cyprinodontiformes,Cyprinodontoidei,Goodeidae,Goodeinae,Chapalichthys,Chapalichthys pardalis,Polka dot splitfin,13,0,0,-,0,0,0,NA,0,0,NA,-,13,0,13,1,0.277350098
234,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,Ameiva lineolaia,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,2,0.316227766
1065,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus dorsalis,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3829,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus hypoleucos,NA,2,1,0.5,-,1,1,0.5,1,0,0,0,-,2,1,2,2,0.707106781
3725,Animalia,Chordata,Reptilia,Squamata,Boidae,Sanzinia,Sanzinia madagascariensis,Madagscar Tree Boa,23,4,0.173913043,-,4,3,0.130434783,0.75,1,0.043478261,0.25,-,23,4,23,10,0.208514414
19639,Animalia,Ostariophysi,Siluriformes,Loricariidae,Loricariinae,Farlowella,Farlowella acus,Whiptail Catfish,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,1,0.40824829
292,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas erythrorhyncha,NA,5,1,0.2,-,0,0,0,NA,0,0,NA,-,5,1,5,2,0.447213595
19543,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Uaru,NA,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
1242,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Chitra,Chitra chitra,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4364,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus tyrannus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
637,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,Balistes vetula,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
10708,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,Helogale parvula,Dwarf mongoose,5,0,0,-,5,0,0,1,0,0,0,-,10,5,5,2,0.447213595
4185,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Tockus,Tockus deckeni,Von der Deckens hornbill,12,0,0,-,5,0,0,1,0,0,0,-,17,5,12,4,0.288675135
